web-scraper-order,web-scraper-start-url,church-link,church-link-href,hymn-pagination,hymn-selector,hymn-selector-href,hymn-title,hymn-lyrics,delimited-hymn-lyrics
1667510143-411,https://nziyo.com/,Methodist Hymns,https://nziyo.com/methodist_hymn/,https://nziyo.com/methodist_hymn/page/9/,"Hymn 83    Mweya Mutsvene, Idi",https://nziyo.com/methodist_hymn/mweya-mutsvene-idi_hymn-83/,Methodist Shona Hymn 83,"Mweya Mutsvene, Idi,

Vhenekai mandiri;

Rujeko rwomukati

Rundionese ini.



Mweya Mutsvene, Rudo,

Dziyisai mumwoyo,

Mutsai pfungwa tsvene,

Kuzvida kwangu kufe.



Mweya Mutsvene, Simba,

Zadzai mwoyo wangu;

Mugaremo mandiri

Kuti nditsungirire.



Mweya M’tsvene, Nduramo,

Tongai hana yangu,

Kana mava She wangu,

Munondisunungura.



Mweya M’tsvene, Rugare

Nyaradzai mumwoyo;

Ngamugarike kwazvo,

Murudzikamo rwenyu.



Mweya M’tsvene, Rufaro,

Fadzai mwoyo wangu;

Murenje ngandiimbe,

Rufaro ruve tsime.","Mweya Mutsvene, Idi,<EOV><EOV>Vhenekai mandiri;<EOV><EOV>Rujeko rwomukati<EOV><EOV>Rundionese ini.<EOV><EOV><EOV><EOV>Mweya Mutsvene, Rudo,<EOV><EOV>Dziyisai mumwoyo,<EOV><EOV>Mutsai pfungwa tsvene,<EOV><EOV>Kuzvida kwangu kufe.<EOV><EOV><EOV><EOV>Mweya Mutsvene, Simba,<EOV><EOV>Zadzai mwoyo wangu;<EOV><EOV>Mugaremo mandiri<EOV><EOV>Kuti nditsungirire.<EOV><EOV><EOV><EOV>Mweya M’tsvene, Nduramo,<EOV><EOV>Tongai hana yangu,<EOV><EOV>Kana mava She wangu,<EOV><EOV>Munondisunungura.<EOV><EOV><EOV><EOV>Mweya M’tsvene, Rugare<EOV><EOV>Nyaradzai mumwoyo;<EOV><EOV>Ngamugarike kwazvo,<EOV><EOV>Murudzikamo rwenyu.<EOV><EOV><EOV><EOV>Mweya M’tsvene, Rufaro,<EOV><EOV>Fadzai mwoyo wangu;<EOV><EOV>Murenje ngandiimbe,<EOV><EOV>Rufaro ruve tsime."
1667510146-412,https://nziyo.com/,Methodist Hymns,https://nziyo.com/methodist_hymn/,https://nziyo.com/methodist_hymn/page/9/,Hymn 82    Mweya woutsvene,https://nziyo.com/methodist_hymn/mweya-woutsvene_hymn-82/,Methodist Shona Hymn 82,"Mweya woutsvene

Uyai kwatiri;

Mutivhenekere

Nomumwoyo yedu;

Tanga tarasika

Tikakwezvwa nemi,

Nhasi totarira

Nemwoyo kwamuri.



Mweya woutsvene

Uyai kwatiri,

Mutizarurire

Mununuri wedu;

Titungamire

Pane tsoka dzake,

Mutipupurirei

Noruregerero.



Mweya woutsvene

Uyai kwatiri,

Mutitsvenisire

Mwoyo yedu yose;

Ndimi muvimbisi

Wezvo kuna Ishe;

Ndimi mufadzisi

Nezvo zvokudenga.","Mweya woutsvene<EOV><EOV>Uyai kwatiri;<EOV><EOV>Mutivhenekere<EOV><EOV>Nomumwoyo yedu;<EOV><EOV>Tanga tarasika<EOV><EOV>Tikakwezvwa nemi,<EOV><EOV>Nhasi totarira<EOV><EOV>Nemwoyo kwamuri.<EOV><EOV><EOV><EOV>Mweya woutsvene<EOV><EOV>Uyai kwatiri,<EOV><EOV>Mutizarurire<EOV><EOV>Mununuri wedu;<EOV><EOV>Titungamire<EOV><EOV>Pane tsoka dzake,<EOV><EOV>Mutipupurirei<EOV><EOV>Noruregerero.<EOV><EOV><EOV><EOV>Mweya woutsvene<EOV><EOV>Uyai kwatiri,<EOV><EOV>Mutitsvenisire<EOV><EOV>Mwoyo yedu yose;<EOV><EOV>Ndimi muvimbisi<EOV><EOV>Wezvo kuna Ishe;<EOV><EOV>Ndimi mufadzisi<EOV><EOV>Nezvo zvokudenga."
1667510151-413,https://nziyo.com/,Methodist Hymns,https://nziyo.com/methodist_hymn/,https://nziyo.com/methodist_hymn/page/11/,Hymn 112    Baba nditarisei netsitsi dzenyu,https://nziyo.com/methodist_hymn/baba-nditarisei-netsitsi-dzenyu_hymn-112/,Methodist Shona Hymn 112,"Baba nditarisei netsitsi dzenyu,

Mundiregerere zvivi zvangu;

Neropa roMwanakomana wenyu

Chimboteererai izwi rangu.



Ishe wangu ndinayo tsvina bedzi,

Handingashambidze mwoyo wangu;

Ndovimba chete nedzo tsitsi dzenyu

Nokuti ihuru mhosva yangu.



Zvose zvakaipa zvandakaita

Ndinozviona mupfungwa dzangu,

Zviito zvangu zvinondinyadzisa

Ndinoremerwa nemhosva yangu.



Asi ndakanzwa noruregerero

Kuti ruripo kuMuponisi.

Ndicharuwana, ndinobvuma chose,

Ndiye wandidana Ishe wangu.","Baba nditarisei netsitsi dzenyu,<EOV><EOV>Mundiregerere zvivi zvangu;<EOV><EOV>Neropa roMwanakomana wenyu<EOV><EOV>Chimboteererai izwi rangu.<EOV><EOV><EOV><EOV>Ishe wangu ndinayo tsvina bedzi,<EOV><EOV>Handingashambidze mwoyo wangu;<EOV><EOV>Ndovimba chete nedzo tsitsi dzenyu<EOV><EOV>Nokuti ihuru mhosva yangu.<EOV><EOV><EOV><EOV>Zvose zvakaipa zvandakaita<EOV><EOV>Ndinozviona mupfungwa dzangu,<EOV><EOV>Zviito zvangu zvinondinyadzisa<EOV><EOV>Ndinoremerwa nemhosva yangu.<EOV><EOV><EOV><EOV>Asi ndakanzwa noruregerero<EOV><EOV>Kuti ruripo kuMuponisi.<EOV><EOV>Ndicharuwana, ndinobvuma chose,<EOV><EOV>Ndiye wandidana Ishe wangu."
1667510154-414,https://nziyo.com/,Methodist Hymns,https://nziyo.com/methodist_hymn/,https://nziyo.com/methodist_hymn/page/11/,Hymn 111    Kudai ndichibvuma,https://nziyo.com/methodist_hymn/kudai-ndichibvuma_hymn-111/,Methodist Shona Hymn 111,"Kudai ndichibvuma

Nomwoyo wangu wose,

Kutsaukana nazvo

Zvose zvitadzo zvangu,

Ndiuyewo kwamuri

KuMuponisi wangu.



Kudai ndino kunzwa

Urombo hwomumwoyo,

Hunonditungamira

Mukutendeukawo;

Ndifambe nayo nzira

Yoguma murufaro.



Kudai ndichitenda

Nemwoyo wangu wose,

Ndinamatire kwa’ri

Wafira mhosva yangu;

Ndigare ndichivimba

NoMuripiri wangu.



Kudai ndine simba

Rinobva kuna Ishe

Rokuramba zvenyika

Ndinangewo kudenga;

Ndimutsirirei She,

Ndibude pakuipa.","Kudai ndichibvuma<EOV><EOV>Nomwoyo wangu wose,<EOV><EOV>Kutsaukana nazvo<EOV><EOV>Zvose zvitadzo zvangu,<EOV><EOV>Ndiuyewo kwamuri<EOV><EOV>KuMuponisi wangu.<EOV><EOV><EOV><EOV>Kudai ndino kunzwa<EOV><EOV>Urombo hwomumwoyo,<EOV><EOV>Hunonditungamira<EOV><EOV>Mukutendeukawo;<EOV><EOV>Ndifambe nayo nzira<EOV><EOV>Yoguma murufaro.<EOV><EOV><EOV><EOV>Kudai ndichitenda<EOV><EOV>Nemwoyo wangu wose,<EOV><EOV>Ndinamatire kwa’ri<EOV><EOV>Wafira mhosva yangu;<EOV><EOV>Ndigare ndichivimba<EOV><EOV>NoMuripiri wangu.<EOV><EOV><EOV><EOV>Kudai ndine simba<EOV><EOV>Rinobva kuna Ishe<EOV><EOV>Rokuramba zvenyika<EOV><EOV>Ndinangewo kudenga;<EOV><EOV>Ndimutsirirei She,<EOV><EOV>Ndibude pakuipa."
1667510156-415,https://nziyo.com/,Methodist Hymns,https://nziyo.com/methodist_hymn/,https://nziyo.com/methodist_hymn/page/11/,Hymn 110    Mwari Ishe makavanzwa,https://nziyo.com/methodist_hymn/mwari-ishe-makavanzwa_hymn-110/,Methodist Shona Hymn 110,"Mwari Ishe makavanzwa

Nyange ndokurwarirai,

Hamuonekwe kwandiri

Kunyange ndazvikumbira.



Ndine zvivi zvechokwadi

Ndine mhosva mberi kwenyu

Ndanga ndino kunyengedza

Nyange ndave nezwi renyu.



Ndakakundwa nokuzvida

Mwoyo ukakurambai,

Nyange makandidaidza

Ndakatozviita matsi.



Musandirasewo Ishe

Nyange ndakaite’zvi

Ndodiiko ndoendepi

Kana ndikaraswa nemi?



Shewe! Tenzi ndakatadza

Ndaizvidza izwi renyu,

Asi rudo rwenyu Kristu

Rwandidzumbunura zvino.","Mwari Ishe makavanzwa<EOV><EOV>Nyange ndokurwarirai,<EOV><EOV>Hamuonekwe kwandiri<EOV><EOV>Kunyange ndazvikumbira.<EOV><EOV><EOV><EOV>Ndine zvivi zvechokwadi<EOV><EOV>Ndine mhosva mberi kwenyu<EOV><EOV>Ndanga ndino kunyengedza<EOV><EOV>Nyange ndave nezwi renyu.<EOV><EOV><EOV><EOV>Ndakakundwa nokuzvida<EOV><EOV>Mwoyo ukakurambai,<EOV><EOV>Nyange makandidaidza<EOV><EOV>Ndakatozviita matsi.<EOV><EOV><EOV><EOV>Musandirasewo Ishe<EOV><EOV>Nyange ndakaite’zvi<EOV><EOV>Ndodiiko ndoendepi<EOV><EOV>Kana ndikaraswa nemi?<EOV><EOV><EOV><EOV>Shewe! Tenzi ndakatadza<EOV><EOV>Ndaizvidza izwi renyu,<EOV><EOV>Asi rudo rwenyu Kristu<EOV><EOV>Rwandidzumbunura zvino."
1667510159-416,https://nziyo.com/,Methodist Hymns,https://nziyo.com/methodist_hymn/,https://nziyo.com/methodist_hymn/page/11/,"Hymn 109    Baba, nedzo tsitsi dzenyu",https://nziyo.com/methodist_hymn/baba-nedzo-tsitsi-dzenyu_hymn-109/,Methodist Shona Hymn 109,"Baba, nedzo tsitsi dzenyu,

Tarisai mweya wangu,

Ndinochema mberi kwenyu:

Bvisai zvitadzo zvangu.



Ini ndiri mberi kwenyu,

Inzwai kuteta kwangu,

Mhosva dzinondinyadzisa:

Bvisai zvitadzo zvangu.



Handimanikidzwe nemi,

Inzwai kudana kwangu,

Ndoziva handifanire:

Bvisai zvitadzo zvangu.



Ishe baba ndine tsvina,

Shambidzai mwoyo wangu,

Ndipei ruregerero,

Bvisai zvitadzo zvangu.","Baba, nedzo tsitsi dzenyu,<EOV><EOV>Tarisai mweya wangu,<EOV><EOV>Ndinochema mberi kwenyu:<EOV><EOV>Bvisai zvitadzo zvangu.<EOV><EOV><EOV><EOV>Ini ndiri mberi kwenyu,<EOV><EOV>Inzwai kuteta kwangu,<EOV><EOV>Mhosva dzinondinyadzisa:<EOV><EOV>Bvisai zvitadzo zvangu.<EOV><EOV><EOV><EOV>Handimanikidzwe nemi,<EOV><EOV>Inzwai kudana kwangu,<EOV><EOV>Ndoziva handifanire:<EOV><EOV>Bvisai zvitadzo zvangu.<EOV><EOV><EOV><EOV>Ishe baba ndine tsvina,<EOV><EOV>Shambidzai mwoyo wangu,<EOV><EOV>Ndipei ruregerero,<EOV><EOV>Bvisai zvitadzo zvangu."
1667510162-417,https://nziyo.com/,Methodist Hymns,https://nziyo.com/methodist_hymn/,https://nziyo.com/methodist_hymn/page/11/,Hymn 108    Pane sipiti rizere,https://nziyo.com/methodist_hymn/pane-sipiti-rizere_hymn-108/,Methodist Shona Hymn 108,"Pane sipiti rizere

Neropa raJesu;

Vatadzi vanoshambwamo

Vocheneswa zvivi.



   Ndinotenda, ndinofara,

   Jesu wandifira,

   Napamuchinjikwa ropa

   Randaparadzirwa.



Uyo m’pati wakafara

Kuona sipiti,

Neni mutadzi mukuru

Ndinonatswa naro.



Handifanere kupinda

Kudenga kutsvene,

Asi imi makaripa

Mhosva dzangu dzose.



Ropa renyu rine simba

Gwayana raMwari,

Rokutsikinura vose

Kuti vatsveniswe.



Zvandakaona sipiti

Kusvikira nhasi,

Ndikabva ndasuma rudo

Runotiponisa.



Ndichaimba nero shoko

Nguva dzangu dzose;

Nokudenga ndichakudza

Rudo rwenyu Tenzi.","Pane sipiti rizere<EOV><EOV>Neropa raJesu;<EOV><EOV>Vatadzi vanoshambwamo<EOV><EOV>Vocheneswa zvivi.<EOV><EOV><EOV><EOV>   Ndinotenda, ndinofara,<EOV><EOV>   Jesu wandifira,<EOV><EOV>   Napamuchinjikwa ropa<EOV><EOV>   Randaparadzirwa.<EOV><EOV><EOV><EOV>Uyo m’pati wakafara<EOV><EOV>Kuona sipiti,<EOV><EOV>Neni mutadzi mukuru<EOV><EOV>Ndinonatswa naro.<EOV><EOV><EOV><EOV>Handifanere kupinda<EOV><EOV>Kudenga kutsvene,<EOV><EOV>Asi imi makaripa<EOV><EOV>Mhosva dzangu dzose.<EOV><EOV><EOV><EOV>Ropa renyu rine simba<EOV><EOV>Gwayana raMwari,<EOV><EOV>Rokutsikinura vose<EOV><EOV>Kuti vatsveniswe.<EOV><EOV><EOV><EOV>Zvandakaona sipiti<EOV><EOV>Kusvikira nhasi,<EOV><EOV>Ndikabva ndasuma rudo<EOV><EOV>Runotiponisa.<EOV><EOV><EOV><EOV>Ndichaimba nero shoko<EOV><EOV>Nguva dzangu dzose;<EOV><EOV>Nokudenga ndichakudza<EOV><EOV>Rudo rwenyu Tenzi."
1667510165-418,https://nziyo.com/,Methodist Hymns,https://nziyo.com/methodist_hymn/,https://nziyo.com/methodist_hymn/page/11/,Hymn 107    Uyai kuna Muponisi,https://nziyo.com/methodist_hymn/uyai-kuna-muponisi_hymn-107/,Methodist Shona Hymn 107,"Uyai kuna Muponisi;

Takaratidzwa nzira naye;

Zvino ari pakati pedu,

Anoti: Uyai.



   Tichazofara taungana,

   Mwoyo yacheniswa pazvivi;

   Taungana noMuponisi

   Ikoko kudenga.



Uyai vanangu, tererai;

Izwi raIshe rinodana;

Ngatipembere norufaro:

Uyai! Uyai!



Ngatifungezve achinesu;

Titerere kudana kwake;

Inzwai zvino anodana:

Uyai vanangu.



Tarisazve nziyo idzi: 21","Uyai kuna Muponisi;<EOV><EOV>Takaratidzwa nzira naye;<EOV><EOV>Zvino ari pakati pedu,<EOV><EOV>Anoti: Uyai.<EOV><EOV><EOV><EOV>   Tichazofara taungana,<EOV><EOV>   Mwoyo yacheniswa pazvivi;<EOV><EOV>   Taungana noMuponisi<EOV><EOV>   Ikoko kudenga.<EOV><EOV><EOV><EOV>Uyai vanangu, tererai;<EOV><EOV>Izwi raIshe rinodana;<EOV><EOV>Ngatipembere norufaro:<EOV><EOV>Uyai! Uyai!<EOV><EOV><EOV><EOV>Ngatifungezve achinesu;<EOV><EOV>Titerere kudana kwake;<EOV><EOV>Inzwai zvino anodana:<EOV><EOV>Uyai vanangu.<EOV><EOV><EOV><EOV>Tarisazve nziyo idzi: 21"
1667510168-419,https://nziyo.com/,Methodist Hymns,https://nziyo.com/methodist_hymn/,https://nziyo.com/methodist_hymn/page/11/,Hymn 106    Mweni anogogodza,https://nziyo.com/methodist_hymn/mweni-anogogodza_hymn-106/,Methodist Shona Hymn 106,"Mweni anogogodza

Zvakapfava zvikuru,

Anodisa kupinda

Ano rudo rukuru.



Usapfigire kunze

Mudzidzisi mukuru

Nokuti anouya

Namashoko makuru.



Vazhinji vakapona,

Nesu tingaponewo

Kana tagamuchira

Mazwi oruponiso.



Mweni uyu ndiJesu,

Angafare zvikuru

Kuva newe kudenga;

Zvipire iye zvino.","Mweni anogogodza<EOV><EOV>Zvakapfava zvikuru,<EOV><EOV>Anodisa kupinda<EOV><EOV>Ano rudo rukuru.<EOV><EOV><EOV><EOV>Usapfigire kunze<EOV><EOV>Mudzidzisi mukuru<EOV><EOV>Nokuti anouya<EOV><EOV>Namashoko makuru.<EOV><EOV><EOV><EOV>Vazhinji vakapona,<EOV><EOV>Nesu tingaponewo<EOV><EOV>Kana tagamuchira<EOV><EOV>Mazwi oruponiso.<EOV><EOV><EOV><EOV>Mweni uyu ndiJesu,<EOV><EOV>Angafare zvikuru<EOV><EOV>Kuva newe kudenga;<EOV><EOV>Zvipire iye zvino."
1667510170-420,https://nziyo.com/,Methodist Hymns,https://nziyo.com/methodist_hymn/,https://nziyo.com/methodist_hymn/page/11/,Hymn 104    Jesu wakauya pasi,https://nziyo.com/methodist_hymn/jesu-wakauya-pasi_hymn-104/,Methodist Shona Hymn 104,"Jesu wakauya pasi

Kuponisa mweya wangu;

Ndanyururwa muzvitadzo

Nengoni norudo.



   Ndainyudzwa mumatope;

   Jesu wakandinyurura;

   Ndakabviswa mune rima;

   Ndanyururwa, ndinotenda.



Wakandidana norudo

Ini ndichiri mutadzi;

zvandakazoti ndabvuma

Akandinyurura.



Wakakuvadzwa neminzwa

Akaroverwa pamuti,

Asi mumadzudzo angu

Wakandinyurura.



Zvino ndava wokudenga,

Mweya wangu unofara;

Ndinoshama, ndinofara,

Wakandinyurura.","Jesu wakauya pasi<EOV><EOV>Kuponisa mweya wangu;<EOV><EOV>Ndanyururwa muzvitadzo<EOV><EOV>Nengoni norudo.<EOV><EOV><EOV><EOV>   Ndainyudzwa mumatope;<EOV><EOV>   Jesu wakandinyurura;<EOV><EOV>   Ndakabviswa mune rima;<EOV><EOV>   Ndanyururwa, ndinotenda.<EOV><EOV><EOV><EOV>Wakandidana norudo<EOV><EOV>Ini ndichiri mutadzi;<EOV><EOV>zvandakazoti ndabvuma<EOV><EOV>Akandinyurura.<EOV><EOV><EOV><EOV>Wakakuvadzwa neminzwa<EOV><EOV>Akaroverwa pamuti,<EOV><EOV>Asi mumadzudzo angu<EOV><EOV>Wakandinyurura.<EOV><EOV><EOV><EOV>Zvino ndava wokudenga,<EOV><EOV>Mweya wangu unofara;<EOV><EOV>Ndinoshama, ndinofara,<EOV><EOV>Wakandinyurura."
1667510173-421,https://nziyo.com/,Methodist Hymns,https://nziyo.com/methodist_hymn/,https://nziyo.com/methodist_hymn/page/11/,Hymn 103    Vatadzi munodiwa,https://nziyo.com/methodist_hymn/vatadzi-munodiwa_hymn-103/,Methodist Shona Hymn 103,"Vatadzi munodiwa,

Imi makarasika

NdiJesu wodaidza

Vadariki vakawa



   Imbai zvakarezve

   Vatadzi vogam’chirwa

   NaKristu Muponisi,

   Nhau inoshamisa.



Anokupa zororo,

Tenda chete kwaari;

Anokoka vatadzi

Anokuregerera.



Handichapiwa mhosva

Nokudarika kwangu,

Ndakachenurwa zvivi

Nokufa kwaShe wangu.



Jesu wandigam’chira

Ini mutadzi kwazvo,

Achandigadzirira

Nzvimbo yangu kudenga.","Vatadzi munodiwa,<EOV><EOV>Imi makarasika<EOV><EOV>NdiJesu wodaidza<EOV><EOV>Vadariki vakawa<EOV><EOV><EOV><EOV>   Imbai zvakarezve<EOV><EOV>   Vatadzi vogam’chirwa<EOV><EOV>   NaKristu Muponisi,<EOV><EOV>   Nhau inoshamisa.<EOV><EOV><EOV><EOV>Anokupa zororo,<EOV><EOV>Tenda chete kwaari;<EOV><EOV>Anokoka vatadzi<EOV><EOV>Anokuregerera.<EOV><EOV><EOV><EOV>Handichapiwa mhosva<EOV><EOV>Nokudarika kwangu,<EOV><EOV>Ndakachenurwa zvivi<EOV><EOV>Nokufa kwaShe wangu.<EOV><EOV><EOV><EOV>Jesu wandigam’chira<EOV><EOV>Ini mutadzi kwazvo,<EOV><EOV>Achandigadzirira<EOV><EOV>Nzvimbo yangu kudenga."
1667510175-422,https://nziyo.com/,Methodist Hymns,https://nziyo.com/methodist_hymn/,https://nziyo.com/methodist_hymn/page/11/,Hymn 102    Tirimo munzira yenyika yo’penyu,https://nziyo.com/methodist_hymn/tirimo-munzira-yenyika-yopenyu_hymn-102/,Methodist Shona Hymn 102,"Tirimo munzira yenyika yo’penyu

Kumusha wavanhu vari parufaro.

Imi makatsauka nokutadzira She

Munoenda here, ikoko kudenga?



   Munoenda here? Munoenda here?

   Munoenda here, ikoko kudenga?



Kusuwa, kusuwa, hakungambovako

Mune iyo nyika igere vatsvene.

Vafambi panhamu, pane chakaipa,

Munoenda here, ikoko kudenga?



Ikoko hakuna urombo zvokwadi

Ipfuma nepfuma izere ikoko;

Chirwere hakuna? Kwete hakunaba

Munoenda here, ikoko kudenga?



Fambai vatendi, nyika’yo ndeyedu,

Tinozopupura runako ruriko;

Hongu tichafamba pamsoro pegomo

Tichazonwa mvura yo’faro kudenga.



Funga iwe m’tadzi, haunakuraswa,

Tomira chinguva, timirire iwe;

Uya kuna Ishe anokugam’chira,

Akuise zvino ikoko kudenga.



Ndinoziva kuti uri pakurema

Uchiti ndiyani angakuyamure,

Pamhosva irimo mukati memwoyo

Ndiye Jesu chete, teura kwaari,

   Ndoenda, ndoenda, ndoenda, ndoenda,

   Hongu, ndinoenda ndinange kudenga.","Tirimo munzira yenyika yo’penyu<EOV><EOV>Kumusha wavanhu vari parufaro.<EOV><EOV>Imi makatsauka nokutadzira She<EOV><EOV>Munoenda here, ikoko kudenga?<EOV><EOV><EOV><EOV>   Munoenda here? Munoenda here?<EOV><EOV>   Munoenda here, ikoko kudenga?<EOV><EOV><EOV><EOV>Kusuwa, kusuwa, hakungambovako<EOV><EOV>Mune iyo nyika igere vatsvene.<EOV><EOV>Vafambi panhamu, pane chakaipa,<EOV><EOV>Munoenda here, ikoko kudenga?<EOV><EOV><EOV><EOV>Ikoko hakuna urombo zvokwadi<EOV><EOV>Ipfuma nepfuma izere ikoko;<EOV><EOV>Chirwere hakuna? Kwete hakunaba<EOV><EOV>Munoenda here, ikoko kudenga?<EOV><EOV><EOV><EOV>Fambai vatendi, nyika’yo ndeyedu,<EOV><EOV>Tinozopupura runako ruriko;<EOV><EOV>Hongu tichafamba pamsoro pegomo<EOV><EOV>Tichazonwa mvura yo’faro kudenga.<EOV><EOV><EOV><EOV>Funga iwe m’tadzi, haunakuraswa,<EOV><EOV>Tomira chinguva, timirire iwe;<EOV><EOV>Uya kuna Ishe anokugam’chira,<EOV><EOV>Akuise zvino ikoko kudenga.<EOV><EOV><EOV><EOV>Ndinoziva kuti uri pakurema<EOV><EOV>Uchiti ndiyani angakuyamure,<EOV><EOV>Pamhosva irimo mukati memwoyo<EOV><EOV>Ndiye Jesu chete, teura kwaari,<EOV><EOV>   Ndoenda, ndoenda, ndoenda, ndoenda,<EOV><EOV>   Hongu, ndinoenda ndinange kudenga."
1667510182-423,https://nziyo.com/,Methodist Hymns,https://nziyo.com/methodist_hymn/,https://nziyo.com/methodist_hymn/page/13/,"Hymn 133    Sezva ndakadai, Ishe",https://nziyo.com/methodist_hymn/sezva-ndakadai-ishe_hymn-133/,Methodist Shona Hymn 133,"Sezva ndakadai, Ishe,

Kuzozvipira kwamuri,

Shamwari yezarukira,

Jesu ndinouya.



Ndinouya norufaro

Kuzopa upenyu hwangu,

Kuzvipira ini chose,

Ndouya kwamuri.



Ndoda kuve muchiedza,

Ndishandire kururama;

Ndoda kushanda nesimba,

Nezvo ndinouya.



Sezva ndakadai, Ishe,

Ndiri mutsva, ndakasimba,

Kuita zvandinogona,

Ndinouya Ishe.","Sezva ndakadai, Ishe,<EOV><EOV>Kuzozvipira kwamuri,<EOV><EOV>Shamwari yezarukira,<EOV><EOV>Jesu ndinouya.<EOV><EOV><EOV><EOV>Ndinouya norufaro<EOV><EOV>Kuzopa upenyu hwangu,<EOV><EOV>Kuzvipira ini chose,<EOV><EOV>Ndouya kwamuri.<EOV><EOV><EOV><EOV>Ndoda kuve muchiedza,<EOV><EOV>Ndishandire kururama;<EOV><EOV>Ndoda kushanda nesimba,<EOV><EOV>Nezvo ndinouya.<EOV><EOV><EOV><EOV>Sezva ndakadai, Ishe,<EOV><EOV>Ndiri mutsva, ndakasimba,<EOV><EOV>Kuita zvandinogona,<EOV><EOV>Ndinouya Ishe."
1667510186-424,https://nziyo.com/,Methodist Hymns,https://nziyo.com/methodist_hymn/,https://nziyo.com/methodist_hymn/page/13/,"Hymn 132    Makandinzvera, Jehovha",https://nziyo.com/methodist_hymn/makandinzvera-jehovha_hymn-132/,Methodist Shona Hymn 132,"Makandinzvera, Jehovha

Munoziva zvose zvangu,

Kuzorora, kusimuka,

Nokufunga kwakavanda.



Nzira nechimiro changu

Munocherekedza zvose;

Shoko risati rataurwa

Munotoriziva rose.



Ruzivo runoshamisa

Rwandikomberedza chose;

Nyange ndotizira kure

Muripo pamberi pangu.



Rima harindifukidze

Harindivanze kwamuri,

Asi rima nechiedza

zvakafanana kwamuri.



zviri nhando kukutizai,

Handigone kuzvivanza,

Saka zvino ndozvipira,

Mandikunda Mwari wangu.



Ndinzverei mundizive,

Mundiedze, mundidzore,

Mundifambise munzira

Yenyu nokusingapere.","Makandinzvera, Jehovha<EOV><EOV>Munoziva zvose zvangu,<EOV><EOV>Kuzorora, kusimuka,<EOV><EOV>Nokufunga kwakavanda.<EOV><EOV><EOV><EOV>Nzira nechimiro changu<EOV><EOV>Munocherekedza zvose;<EOV><EOV>Shoko risati rataurwa<EOV><EOV>Munotoriziva rose.<EOV><EOV><EOV><EOV>Ruzivo runoshamisa<EOV><EOV>Rwandikomberedza chose;<EOV><EOV>Nyange ndotizira kure<EOV><EOV>Muripo pamberi pangu.<EOV><EOV><EOV><EOV>Rima harindifukidze<EOV><EOV>Harindivanze kwamuri,<EOV><EOV>Asi rima nechiedza<EOV><EOV>zvakafanana kwamuri.<EOV><EOV><EOV><EOV>zviri nhando kukutizai,<EOV><EOV>Handigone kuzvivanza,<EOV><EOV>Saka zvino ndozvipira,<EOV><EOV>Mandikunda Mwari wangu.<EOV><EOV><EOV><EOV>Ndinzverei mundizive,<EOV><EOV>Mundiedze, mundidzore,<EOV><EOV>Mundifambise munzira<EOV><EOV>Yenyu nokusingapere."
1667510188-425,https://nziyo.com/,Methodist Hymns,https://nziyo.com/methodist_hymn/,https://nziyo.com/methodist_hymn/page/13/,Hymn 131    Ndoisa pana Jesu,https://nziyo.com/methodist_hymn/ndoisa-pana-jesu_hymn-131/,Methodist Shona Hymn 131,"Ndoisa pana Jesu

zvivi zvangu zvose;

Anonditakurira

Mutoro mukuru;

Ndounza kuna Jesu

Mhosva dzangu dzose,

Ndinoda kushambidzwa,

Nditsveniswe kwazvo.



Ndoisa pana Jesu

Nhamo dzangu dzose

Anorapa zvirwere

Anondinunura;

Ndounza kuna Jesu

Dambudziko rangu,

Anonditakurira,

Ndigorerukirwa.



Ndozorodza kwaari

Mweya wakaneta,

Ndorinda zvakanaka

Pachipfuva chake;

Jesu Emanueri,

Ndoda zita rake;

Anesu nguva dzose

Ndiye Muyamuri.



Ndoda kuva saJesu,

wanga akapfava,

Ndiye mwana mutsvene

wababa wedenga;

Ndoda kuva naJesu,

Agondidzidzisa

Kuti ndikurumbidze

Pamwe nengirozi.","Ndoisa pana Jesu<EOV><EOV>zvivi zvangu zvose;<EOV><EOV>Anonditakurira<EOV><EOV>Mutoro mukuru;<EOV><EOV>Ndounza kuna Jesu<EOV><EOV>Mhosva dzangu dzose,<EOV><EOV>Ndinoda kushambidzwa,<EOV><EOV>Nditsveniswe kwazvo.<EOV><EOV><EOV><EOV>Ndoisa pana Jesu<EOV><EOV>Nhamo dzangu dzose<EOV><EOV>Anorapa zvirwere<EOV><EOV>Anondinunura;<EOV><EOV>Ndounza kuna Jesu<EOV><EOV>Dambudziko rangu,<EOV><EOV>Anonditakurira,<EOV><EOV>Ndigorerukirwa.<EOV><EOV><EOV><EOV>Ndozorodza kwaari<EOV><EOV>Mweya wakaneta,<EOV><EOV>Ndorinda zvakanaka<EOV><EOV>Pachipfuva chake;<EOV><EOV>Jesu Emanueri,<EOV><EOV>Ndoda zita rake;<EOV><EOV>Anesu nguva dzose<EOV><EOV>Ndiye Muyamuri.<EOV><EOV><EOV><EOV>Ndoda kuva saJesu,<EOV><EOV>wanga akapfava,<EOV><EOV>Ndiye mwana mutsvene<EOV><EOV>wababa wedenga;<EOV><EOV>Ndoda kuva naJesu,<EOV><EOV>Agondidzidzisa<EOV><EOV>Kuti ndikurumbidze<EOV><EOV>Pamwe nengirozi."
