web-scraper-order,web-scraper-start-url,church-link,church-link-href,hymn-pagination,hymn-selector,hymn-selector-href,hymn-title,hymn-lyrics,delimited-hymn-lyrics
1667509207-122,https://nziyo.com/,AFM Hymns,https://nziyo.com/afm_hymn/,https://nziyo.com/afm_hymn/page/8/,"Hymn 79     JERUSAREMA , musha wangu",https://nziyo.com/afm_hymn/jerusarema-musha-wangu_hymn-79/,AFM Shona Hymn 79,"1. JERUSAREMA , musha wangu,

Musha wakanaka!

Kana ndapedza mabasa,

Ndinoenda kwauri.



2. Ndichauona rinhiko,

Uyo musha wangu?

Une dzimba dzakanaka,

Nokudya kutsvene.



2. Hapasisina kuipa,

Hapana nenhamu,

Ndinoramba ndichienda,

Kumusha mutsvene.



3. Ndingatye here kurwadza?

Ndingatize kufa?

Kwete ndinoenda kuKenani,

Nyika yandinoda.



4. Vaprofita vadzidzisi,

Vakafira Jesu,

Varipo pamwe naKristu,

Neni ndichienda.



5. Jesusarema musha wangu,

Wandinotsvakisa!

Kana ndasvika kwauri,

Ndichafara kwazvo.","1. JERUSAREMA , musha wangu,<EOV><EOV>Musha wakanaka!<EOV><EOV>Kana ndapedza mabasa,<EOV><EOV>Ndinoenda kwauri.<EOV><EOV><EOV><EOV>2. Ndichauona rinhiko,<EOV><EOV>Uyo musha wangu?<EOV><EOV>Une dzimba dzakanaka,<EOV><EOV>Nokudya kutsvene.<EOV><EOV><EOV><EOV>2. Hapasisina kuipa,<EOV><EOV>Hapana nenhamu,<EOV><EOV>Ndinoramba ndichienda,<EOV><EOV>Kumusha mutsvene.<EOV><EOV><EOV><EOV>3. Ndingatye here kurwadza?<EOV><EOV>Ndingatize kufa?<EOV><EOV>Kwete ndinoenda kuKenani,<EOV><EOV>Nyika yandinoda.<EOV><EOV><EOV><EOV>4. Vaprofita vadzidzisi,<EOV><EOV>Vakafira Jesu,<EOV><EOV>Varipo pamwe naKristu,<EOV><EOV>Neni ndichienda.<EOV><EOV><EOV><EOV>5. Jesusarema musha wangu,<EOV><EOV>Wandinotsvakisa!<EOV><EOV>Kana ndasvika kwauri,<EOV><EOV>Ndichafara kwazvo."
1667509210-123,https://nziyo.com/,AFM Hymns,https://nziyo.com/afm_hymn/,https://nziyo.com/afm_hymn/page/8/,Hymn 78     DOMBONDIPA meso ndione,https://nziyo.com/afm_hymn/dombondipa-meso-ndione_hymn-78/,AFM Shona Hymn 78,"1. DOMBONDIPA meso ndione

Pauzuru kudenga,

Ndivaone vano utsvene,

Vanofara kuna’she.



Zviya zvavaiva panyika,

Vaichema misodzi,

Vaimanikwa nokuedzwa,

Muedzi achiedza.



Ndakaona negwara rake,

Ndikabvunza makadii?

Ndiyeyo wanga watifira,

Wanga wafira isu.



Vakaona negwara rake,

Raenda paupenyu;

Vakafamba, pagwara rake,

Vazorora kudenga.



Ngaarumbidzwe M’tungamiri,

Zvaaitungamira;

Kusashaike muteveri

Panero gwara rake.","1. DOMBONDIPA meso ndione<EOV><EOV>Pauzuru kudenga,<EOV><EOV>Ndivaone vano utsvene,<EOV><EOV>Vanofara kuna’she.<EOV><EOV><EOV><EOV>Zviya zvavaiva panyika,<EOV><EOV>Vaichema misodzi,<EOV><EOV>Vaimanikwa nokuedzwa,<EOV><EOV>Muedzi achiedza.<EOV><EOV><EOV><EOV>Ndakaona negwara rake,<EOV><EOV>Ndikabvunza makadii?<EOV><EOV>Ndiyeyo wanga watifira,<EOV><EOV>Wanga wafira isu.<EOV><EOV><EOV><EOV>Vakaona negwara rake,<EOV><EOV>Raenda paupenyu;<EOV><EOV>Vakafamba, pagwara rake,<EOV><EOV>Vazorora kudenga.<EOV><EOV><EOV><EOV>Ngaarumbidzwe M’tungamiri,<EOV><EOV>Zvaaitungamira;<EOV><EOV>Kusashaike muteveri<EOV><EOV>Panero gwara rake."
1667509212-124,https://nziyo.com/,AFM Hymns,https://nziyo.com/afm_hymn/,https://nziyo.com/afm_hymn/page/8/,Hymn 77     PAKUDENGA kuna Baba,https://nziyo.com/afm_hymn/pakudenga-kuna-baba_hymn-77/,AFM Shona Hymn 77,"1. PAKUDENGA kuna Baba

Kwakanaka kwazvo;

Pakudenga kuna Baba,

Kwakafara kwazvo.



2. Hakupindi chakaipa,

Kana chiri chimwe,

Hakupindi zvokurwara,

Nechirwere chimwe.



3. Ndavatsvene ivo voga,

Vanogara ikoko;

Vanokuda vanamate,

Iwe Mwari wavo,



4. Vakawana musha wavo,

Musha vakagara;

Vakawana noupenyu,

Husingapfuure.



5. Ndiri mweni pane nyika

Ndinosuwa denga;

Ndandipinde newe Jesu,

Ndiende kudenga.","1. PAKUDENGA kuna Baba<EOV><EOV>Kwakanaka kwazvo;<EOV><EOV>Pakudenga kuna Baba,<EOV><EOV>Kwakafara kwazvo.<EOV><EOV><EOV><EOV>2. Hakupindi chakaipa,<EOV><EOV>Kana chiri chimwe,<EOV><EOV>Hakupindi zvokurwara,<EOV><EOV>Nechirwere chimwe.<EOV><EOV><EOV><EOV>3. Ndavatsvene ivo voga,<EOV><EOV>Vanogara ikoko;<EOV><EOV>Vanokuda vanamate,<EOV><EOV>Iwe Mwari wavo,<EOV><EOV><EOV><EOV>4. Vakawana musha wavo,<EOV><EOV>Musha vakagara;<EOV><EOV>Vakawana noupenyu,<EOV><EOV>Husingapfuure.<EOV><EOV><EOV><EOV>5. Ndiri mweni pane nyika<EOV><EOV>Ndinosuwa denga;<EOV><EOV>Ndandipinde newe Jesu,<EOV><EOV>Ndiende kudenga."
1667509215-125,https://nziyo.com/,AFM Hymns,https://nziyo.com/afm_hymn/,https://nziyo.com/afm_hymn/page/8/,Hymn 76     PAM’SORO pakudenga,https://nziyo.com/afm_hymn/pamsoro-pakudenga_hymn-76/,AFM Shona Hymn 76,"1. PAM’SORO pakudenga,

Ndavakanaka vega,

Pam’soro pakudenga,

Kuna vatsvene vega.



2. Anoda kuendako,

Ngaazviteurire;

Anozogadzirirwa,

NoMweya woutsvene.



3. Jesu wakatifira,

Kuripa mhosva yedu,

Kuti tiitwe vatsvene,

Naiyo mweya yedu.



4. Kuti kana tavingwa,

Norufu pano pasi,

Tirege kuzorambwa,

Kuenda pakudenga.","1. PAM’SORO pakudenga,<EOV><EOV>Ndavakanaka vega,<EOV><EOV>Pam’soro pakudenga,<EOV><EOV>Kuna vatsvene vega.<EOV><EOV><EOV><EOV>2. Anoda kuendako,<EOV><EOV>Ngaazviteurire;<EOV><EOV>Anozogadzirirwa,<EOV><EOV>NoMweya woutsvene.<EOV><EOV><EOV><EOV>3. Jesu wakatifira,<EOV><EOV>Kuripa mhosva yedu,<EOV><EOV>Kuti tiitwe vatsvene,<EOV><EOV>Naiyo mweya yedu.<EOV><EOV><EOV><EOV>4. Kuti kana tavingwa,<EOV><EOV>Norufu pano pasi,<EOV><EOV>Tirege kuzorambwa,<EOV><EOV>Kuenda pakudenga."
1667509217-126,https://nziyo.com/,AFM Hymns,https://nziyo.com/afm_hymn/,https://nziyo.com/afm_hymn/page/8/,Hymn 75    MUSI wehasha nokutya,https://nziyo.com/afm_hymn/musi-wehasha-nokutya_hymn-75/,AFM Shona Hymn 75,"1. MUSI wehasha nokutya,

Musi wokuchema kwazvo,

Achazadziswa Matama

Avaprofta vakare.



2. Achauya kuzopisa

Denga nenyika nazvose,

Mutongi mukuru Jesu,

Tinogoita seiko?



3. Hedzo manzi dzicharira,

Vachadzinzwa pamakuva,

Vapenyu nevashakabvu,

Vanoenda kundotengeswa.



4. Nyika inogoriridza,

Anogoshama makuva;

Zvinhu zvose zvichamuka,

Zvinogopindura Ishe.



5. Urwo rugwaro rutsvene,

Mune zviito zvavanhu,

Runogoverengwa na’she,

Zvose zviiswe pachena.



Part 3



Mutongi zvaakagara,

Anotonga zvinhu zvose,

Nezvo zvakanga zvavanda,

Mabasa namatamawo.



Ndinogoita seiko?

Tsitsi dzinogobvepiko?

Anondiyamura ndiyani?

Nomusi uyo wokutya.



Mambo woutsvene, Iwe,

Wakatipa Muponisi,

Tiitire tsitsi, Ishe,

Musi uyo wokutongwa.



Iwe Jesu wave munhu,

Nenzira yoruponiso,

Rega kundisiya zvino,

Ndive mutandwi naMwari.



Wakambonditsvakisisa,

Wakambondifira ini,

Basa rako guru, Ishe,

Haringandiponise, nhai? Part 3

Mutongi wakarurama

Ndiregere zvakaipa,

Ndiitire tsitsi, Mwari,

Musi usati wasvika



Hongu ndine mhosva ini,

Ndinonyara mberi kwako,

Ndinochema kwazvo kwazvo,

Ndiregere, Mwari wangu.



Iwe wakamboponisa

Mukadzi akaipisa,

Nembavha pamuchinjikwa,

Ndiitire tsitsi neni.



Zvikomero zvangu zvose,

Nayo minamato yangu,

Haine basa, Jehovha,

Chete ndochemera tsitsi.



Ndiise nehwai dzako,

Ndirege kuva nembudzi,

Parudyi rwako kudenga,

Ndopandinoda kugara.



Ndinopfugama netsitsi,

Ndinorwarira zvitadzo,

Ona, Mwari, mwoyo wangu,

Uya kuzondiponisa.","1. MUSI wehasha nokutya,<EOV><EOV>Musi wokuchema kwazvo,<EOV><EOV>Achazadziswa Matama<EOV><EOV>Avaprofta vakare.<EOV><EOV><EOV><EOV>2. Achauya kuzopisa<EOV><EOV>Denga nenyika nazvose,<EOV><EOV>Mutongi mukuru Jesu,<EOV><EOV>Tinogoita seiko?<EOV><EOV><EOV><EOV>3. Hedzo manzi dzicharira,<EOV><EOV>Vachadzinzwa pamakuva,<EOV><EOV>Vapenyu nevashakabvu,<EOV><EOV>Vanoenda kundotengeswa.<EOV><EOV><EOV><EOV>4. Nyika inogoriridza,<EOV><EOV>Anogoshama makuva;<EOV><EOV>Zvinhu zvose zvichamuka,<EOV><EOV>Zvinogopindura Ishe.<EOV><EOV><EOV><EOV>5. Urwo rugwaro rutsvene,<EOV><EOV>Mune zviito zvavanhu,<EOV><EOV>Runogoverengwa na’she,<EOV><EOV>Zvose zviiswe pachena.<EOV><EOV><EOV><EOV>Part 3<EOV><EOV><EOV><EOV>Mutongi zvaakagara,<EOV><EOV>Anotonga zvinhu zvose,<EOV><EOV>Nezvo zvakanga zvavanda,<EOV><EOV>Mabasa namatamawo.<EOV><EOV><EOV><EOV>Ndinogoita seiko?<EOV><EOV>Tsitsi dzinogobvepiko?<EOV><EOV>Anondiyamura ndiyani?<EOV><EOV>Nomusi uyo wokutya.<EOV><EOV><EOV><EOV>Mambo woutsvene, Iwe,<EOV><EOV>Wakatipa Muponisi,<EOV><EOV>Tiitire tsitsi, Ishe,<EOV><EOV>Musi uyo wokutongwa.<EOV><EOV><EOV><EOV>Iwe Jesu wave munhu,<EOV><EOV>Nenzira yoruponiso,<EOV><EOV>Rega kundisiya zvino,<EOV><EOV>Ndive mutandwi naMwari.<EOV><EOV><EOV><EOV>Wakambonditsvakisisa,<EOV><EOV>Wakambondifira ini,<EOV><EOV>Basa rako guru, Ishe,<EOV><EOV>Haringandiponise, nhai? Part 3<EOV><EOV>Mutongi wakarurama<EOV><EOV>Ndiregere zvakaipa,<EOV><EOV>Ndiitire tsitsi, Mwari,<EOV><EOV>Musi usati wasvika<EOV><EOV><EOV><EOV>Hongu ndine mhosva ini,<EOV><EOV>Ndinonyara mberi kwako,<EOV><EOV>Ndinochema kwazvo kwazvo,<EOV><EOV>Ndiregere, Mwari wangu.<EOV><EOV><EOV><EOV>Iwe wakamboponisa<EOV><EOV>Mukadzi akaipisa,<EOV><EOV>Nembavha pamuchinjikwa,<EOV><EOV>Ndiitire tsitsi neni.<EOV><EOV><EOV><EOV>Zvikomero zvangu zvose,<EOV><EOV>Nayo minamato yangu,<EOV><EOV>Haine basa, Jehovha,<EOV><EOV>Chete ndochemera tsitsi.<EOV><EOV><EOV><EOV>Ndiise nehwai dzako,<EOV><EOV>Ndirege kuva nembudzi,<EOV><EOV>Parudyi rwako kudenga,<EOV><EOV>Ndopandinoda kugara.<EOV><EOV><EOV><EOV>Ndinopfugama netsitsi,<EOV><EOV>Ndinorwarira zvitadzo,<EOV><EOV>Ona, Mwari, mwoyo wangu,<EOV><EOV>Uya kuzondiponisa."
1667509220-127,https://nziyo.com/,AFM Hymns,https://nziyo.com/afm_hymn/,https://nziyo.com/afm_hymn/page/8/,Hymn 74     CHINHU chinotyisa kwazvo,https://nziyo.com/afm_hymn/chinhu-chinotyisa-kwazvo_hymn-74/,AFM Shona Hymn 74,"1 CHINHU chinotyisa kwazvo,

Zuva rokupera;

Kana Ishe achitonga,

Kokupedzisira.



3 Kuriko nokuvandana,

Pane ino nyika,

Naikoku kuvandana,

Kwouya pachena.



4 Pane nyika kunotadzwa,

Kusina kunzwika;

Nyamba kwose kwakanzwika,

Nomuzivi zvose.



5 Nero zuva pamibvunzo,

Kunonzwika zvose,

Zvakaitwa panyika,

Kumarudzi ose.



6 Ngavadzoke vakaipa,

Pakuipa kwavo;

Teurai nhasi mose,

KuMusununguri.","1 CHINHU chinotyisa kwazvo,<EOV><EOV>Zuva rokupera;<EOV><EOV>Kana Ishe achitonga,<EOV><EOV>Kokupedzisira.<EOV><EOV><EOV><EOV>3 Kuriko nokuvandana,<EOV><EOV>Pane ino nyika,<EOV><EOV>Naikoku kuvandana,<EOV><EOV>Kwouya pachena.<EOV><EOV><EOV><EOV>4 Pane nyika kunotadzwa,<EOV><EOV>Kusina kunzwika;<EOV><EOV>Nyamba kwose kwakanzwika,<EOV><EOV>Nomuzivi zvose.<EOV><EOV><EOV><EOV>5 Nero zuva pamibvunzo,<EOV><EOV>Kunonzwika zvose,<EOV><EOV>Zvakaitwa panyika,<EOV><EOV>Kumarudzi ose.<EOV><EOV><EOV><EOV>6 Ngavadzoke vakaipa,<EOV><EOV>Pakuipa kwavo;<EOV><EOV>Teurai nhasi mose,<EOV><EOV>KuMusununguri."
1667509223-128,https://nziyo.com/,AFM Hymns,https://nziyo.com/afm_hymn/,https://nziyo.com/afm_hymn/page/8/,Hymn 73     MUMANZI uri kudenga,https://nziyo.com/afm_hymn/mumanzi-uri-kudenga_hymn-73/,AFM Shona Hymn 73,"1 MUMANZI uri kudenga,

Kana kozoridzwa iwo,

Nokuriridza kukuru,

Kana kozonzwika iko,

Kuparure nemakuva,

Kutsemure nepanyika.



2 Negungwa rinovabisa,

Ivavo varakamedza;

Nenyika inovabisa,

Vose vakanga vavigwa;

Vamukire pano rufu,

Vanoenda pakutongwa.



3 Vati ivo vakafira

Pane zvakaipa zvavo,

Nenguva yavanoona,

Ichocho chityiso chavo;

Vawe vose pane gomba,

Vakandirwe pane moto.



4 Ndivo vakanaka voga,

Vanopona noyo musi;

Ndavakatongerwa vega,

Vanozopinda kudenga,

Vaine mibairo yavo,

Vaina Muponisi wavo.","1 MUMANZI uri kudenga,<EOV><EOV>Kana kozoridzwa iwo,<EOV><EOV>Nokuriridza kukuru,<EOV><EOV>Kana kozonzwika iko,<EOV><EOV>Kuparure nemakuva,<EOV><EOV>Kutsemure nepanyika.<EOV><EOV><EOV><EOV>2 Negungwa rinovabisa,<EOV><EOV>Ivavo varakamedza;<EOV><EOV>Nenyika inovabisa,<EOV><EOV>Vose vakanga vavigwa;<EOV><EOV>Vamukire pano rufu,<EOV><EOV>Vanoenda pakutongwa.<EOV><EOV><EOV><EOV>3 Vati ivo vakafira<EOV><EOV>Pane zvakaipa zvavo,<EOV><EOV>Nenguva yavanoona,<EOV><EOV>Ichocho chityiso chavo;<EOV><EOV>Vawe vose pane gomba,<EOV><EOV>Vakandirwe pane moto.<EOV><EOV><EOV><EOV>4 Ndivo vakanaka voga,<EOV><EOV>Vanopona noyo musi;<EOV><EOV>Ndavakatongerwa vega,<EOV><EOV>Vanozopinda kudenga,<EOV><EOV>Vaine mibairo yavo,<EOV><EOV>Vaina Muponisi wavo."
1667509225-129,https://nziyo.com/,AFM Hymns,https://nziyo.com/afm_hymn/,https://nziyo.com/afm_hymn/page/8/,Hymn 72     WAUYA! Wauya! Mucheki mukuru,https://nziyo.com/afm_hymn/wauya-wauya-mucheki-mukuru_hymn-72/,AFM Shona Hymn 72,"1 WAUYA! Wauya! Mucheki mukuru,

Vanhu vachaona Ishe wedenga,

Vanogozomutswa vari kumakuva,

Ava vaonekwe vose pakachena.



2. Zvinhu zvatinoona zvose zvichatsva,

Makomo, mapako, zvichanyongodeka,

Zuva richadzimwa mwedzi uchapera,

Vakaipa vachashaya pokuvanda.



3. Mucheki asvike nehondo huru,

Hondo inouya yavanyai vedenga;

Nameso oMucheki mukuru aone,

Zvinhu zvakavanda, zvinhu zvakaipa.



4Vatadzi vanova nokutya kukuru,

Vanogodedera pameso oMucheki,

Vasakarurama vachazoparadzwa,

Vaiswe munzvimbo yokutambudzika.



5 Regai zvakaipa, mutye mururame,

Munzwe izwi raShe, munamate mose,

Zviteurirei, mutsvake netsitsi,

Inguva nazvino, uyai mugam’chire.","1 WAUYA! Wauya! Mucheki mukuru,<EOV><EOV>Vanhu vachaona Ishe wedenga,<EOV><EOV>Vanogozomutswa vari kumakuva,<EOV><EOV>Ava vaonekwe vose pakachena.<EOV><EOV><EOV><EOV>2. Zvinhu zvatinoona zvose zvichatsva,<EOV><EOV>Makomo, mapako, zvichanyongodeka,<EOV><EOV>Zuva richadzimwa mwedzi uchapera,<EOV><EOV>Vakaipa vachashaya pokuvanda.<EOV><EOV><EOV><EOV>3. Mucheki asvike nehondo huru,<EOV><EOV>Hondo inouya yavanyai vedenga;<EOV><EOV>Nameso oMucheki mukuru aone,<EOV><EOV>Zvinhu zvakavanda, zvinhu zvakaipa.<EOV><EOV><EOV><EOV>4Vatadzi vanova nokutya kukuru,<EOV><EOV>Vanogodedera pameso oMucheki,<EOV><EOV>Vasakarurama vachazoparadzwa,<EOV><EOV>Vaiswe munzvimbo yokutambudzika.<EOV><EOV><EOV><EOV>5 Regai zvakaipa, mutye mururame,<EOV><EOV>Munzwe izwi raShe, munamate mose,<EOV><EOV>Zviteurirei, mutsvake netsitsi,<EOV><EOV>Inguva nazvino, uyai mugam’chire."
1667509228-130,https://nziyo.com/,AFM Hymns,https://nziyo.com/afm_hymn/,https://nziyo.com/afm_hymn/page/8/,Hymn 71     KWASARA makore,https://nziyo.com/afm_hymn/kwasara-makore_hymn-71/,AFM Shona Hymn 71,"1. KWASARA makore,

Nenguva shomana,

Tinoenda kuna avo,

Vari kumakuva.



Korus

Mweya wangu Ishe,

Ngaururamiswe;

Ndishambidze pane ropa,

Bisa zvakaipa.



2. Kwasara mazuva,

Atinawo isu;

Shure kwezvo tichaenda,

Kuno Mutongisi.



3.Kwasara nenhamu,

Dzatinogoona;

Tinoenda pasine nhamu,

Nyika yakanaka.



4.Kwasara misodzi,

Nezvo zvinorema;

Tichaonana naBaba,

Pasina kuchema.



5. Kwasara masvondo,

Mazuva matsvene;

Tichamunamata Mwari,

Kune denga rake.



6. Kwasara chinguva,

Achauya Jesu,

Wakambotifira kuti,

Tive noumambo.","1. KWASARA makore,<EOV><EOV>Nenguva shomana,<EOV><EOV>Tinoenda kuna avo,<EOV><EOV>Vari kumakuva.<EOV><EOV><EOV><EOV>Korus<EOV><EOV>Mweya wangu Ishe,<EOV><EOV>Ngaururamiswe;<EOV><EOV>Ndishambidze pane ropa,<EOV><EOV>Bisa zvakaipa.<EOV><EOV><EOV><EOV>2. Kwasara mazuva,<EOV><EOV>Atinawo isu;<EOV><EOV>Shure kwezvo tichaenda,<EOV><EOV>Kuno Mutongisi.<EOV><EOV><EOV><EOV>3.Kwasara nenhamu,<EOV><EOV>Dzatinogoona;<EOV><EOV>Tinoenda pasine nhamu,<EOV><EOV>Nyika yakanaka.<EOV><EOV><EOV><EOV>4.Kwasara misodzi,<EOV><EOV>Nezvo zvinorema;<EOV><EOV>Tichaonana naBaba,<EOV><EOV>Pasina kuchema.<EOV><EOV><EOV><EOV>5. Kwasara masvondo,<EOV><EOV>Mazuva matsvene;<EOV><EOV>Tichamunamata Mwari,<EOV><EOV>Kune denga rake.<EOV><EOV><EOV><EOV>6. Kwasara chinguva,<EOV><EOV>Achauya Jesu,<EOV><EOV>Wakambotifira kuti,<EOV><EOV>Tive noumambo."
1667509237-131,https://nziyo.com/,AFM Hymns,https://nziyo.com/afm_hymn/,https://nziyo.com/afm_hymn/page/6/,Hymn 59    MUFUDZI ndiye Jehovha,https://nziyo.com/afm_hymn/mufudzi-ndiye-jehovha_hymn-59/,AFM Shona Hymn 59,"1.MUFUDZI ndiye Jehovha,

Wakandichengeta:

Kushaya hakungavepo,

Unovimba naye.



2. Pana mafuro manyoro,

Ndinodyiswa napo,

Ndinorara nokufara,

Ndisingavhundutswe.



3. Unounatsa nomweya,

Unouponisa;

Kururama ndovanako

Naiye Mufudzi.



4. Kana ndifambe parima,

Handingatye chinhu;

Nokuti iwe uneni,

Unondifarisa.



5. Chidyiro ini ndinacho,

Mberi pavavengi;

Mafuta pamusoro wangu

Handishayi chinhu



6. Kururama nedzo tsitsi,

Dzinonditevera;

Pane imba yaJehovha,

Nokusingaperi.","1.MUFUDZI ndiye Jehovha,<EOV><EOV>Wakandichengeta:<EOV><EOV>Kushaya hakungavepo,<EOV><EOV>Unovimba naye.<EOV><EOV><EOV><EOV>2. Pana mafuro manyoro,<EOV><EOV>Ndinodyiswa napo,<EOV><EOV>Ndinorara nokufara,<EOV><EOV>Ndisingavhundutswe.<EOV><EOV><EOV><EOV>3. Unounatsa nomweya,<EOV><EOV>Unouponisa;<EOV><EOV>Kururama ndovanako<EOV><EOV>Naiye Mufudzi.<EOV><EOV><EOV><EOV>4. Kana ndifambe parima,<EOV><EOV>Handingatye chinhu;<EOV><EOV>Nokuti iwe uneni,<EOV><EOV>Unondifarisa.<EOV><EOV><EOV><EOV>5. Chidyiro ini ndinacho,<EOV><EOV>Mberi pavavengi;<EOV><EOV>Mafuta pamusoro wangu<EOV><EOV>Handishayi chinhu<EOV><EOV><EOV><EOV>6. Kururama nedzo tsitsi,<EOV><EOV>Dzinonditevera;<EOV><EOV>Pane imba yaJehovha,<EOV><EOV>Nokusingaperi."
1667509239-132,https://nziyo.com/,AFM Hymns,https://nziyo.com/afm_hymn/,https://nziyo.com/afm_hymn/page/6/,Hymn 58    SIPITI retsitsi nengoni,https://nziyo.com/afm_hymn/sipiti-retsitsi-nengoni_hymn-58/,AFM Shona Hymn 58,"1.SIPITI retsitsi nengoni

Tinaro Muripiri wedu.

Iro razarurirwa isu

Naani anoda kuuya.



2. Ishe Jehovha unotida

Kuterone yake kudenga;

Tiende kurwizi tichinwa

Mvura youpenyu kudenga.



3. Tinoti tatenda kwaari,

Tipiwe Mweya woruregero

Tipiwe nengoni tifare,

Kugam’chira ‘dzi ngoni dzake.



4.Tinopiwa norudo rwake,

Tipinde narwo paupenyu,

Tinonzwa chokwadi rufaro

Runenge ndorwapakudenga.","1.SIPITI retsitsi nengoni<EOV><EOV>Tinaro Muripiri wedu.<EOV><EOV>Iro razarurirwa isu<EOV><EOV>Naani anoda kuuya.<EOV><EOV><EOV><EOV>2. Ishe Jehovha unotida<EOV><EOV>Kuterone yake kudenga;<EOV><EOV>Tiende kurwizi tichinwa<EOV><EOV>Mvura youpenyu kudenga.<EOV><EOV><EOV><EOV>3. Tinoti tatenda kwaari,<EOV><EOV>Tipiwe Mweya woruregero<EOV><EOV>Tipiwe nengoni tifare,<EOV><EOV>Kugam’chira ‘dzi ngoni dzake.<EOV><EOV><EOV><EOV>4.Tinopiwa norudo rwake,<EOV><EOV>Tipinde narwo paupenyu,<EOV><EOV>Tinonzwa chokwadi rufaro<EOV><EOV>Runenge ndorwapakudenga."
1667509242-133,https://nziyo.com/,AFM Hymns,https://nziyo.com/afm_hymn/,https://nziyo.com/afm_hymn/page/6/,Hymn 57    URWO rutendo rukuru,https://nziyo.com/afm_hymn/urwo-rutendo-rukuru_hymn-57/,AFM Shona Hymn 57,"1.URWO rutendo rukuru

Runotenda somucheche,

Norudo rwebasa rako

Ngandipiwe Mwari irwo,

Ngarukunde mwoyo wangu

Ndiparidze dama rako.



2. Ndipe rudo runopisa

Ndichemere vanotadza,

Ngaruvepo rwundipise,

Ndivadzore pane ngozi,

Ndivadzore panzira

Yaunoponisa nayo.



3. Ngandibvume nazvinoka,

Ndizvipire vakatadza

Vasingazive M’ponisi;

Ndivavarire ndiwane

Vose vari parima

Vasafe vasamuziva.



4. Simba rangu nazvo zvose

Zvipo, Baba, zvandinazvo

Ngazviitwe basa newe

Ndifambise dama rako,

Ndiudze vatadzi vose

Kuti Jesu ‘hama yavo.



5. Ngaupiswe mwoyo wangu,

Uzadzise rudo rwako,

Ndiedze nesimba rose

Ndivade kufana newe,

Ndiuye navo kwauri

Mufudzi wakavafira.","1.URWO rutendo rukuru<EOV><EOV>Runotenda somucheche,<EOV><EOV>Norudo rwebasa rako<EOV><EOV>Ngandipiwe Mwari irwo,<EOV><EOV>Ngarukunde mwoyo wangu<EOV><EOV>Ndiparidze dama rako.<EOV><EOV><EOV><EOV>2. Ndipe rudo runopisa<EOV><EOV>Ndichemere vanotadza,<EOV><EOV>Ngaruvepo rwundipise,<EOV><EOV>Ndivadzore pane ngozi,<EOV><EOV>Ndivadzore panzira<EOV><EOV>Yaunoponisa nayo.<EOV><EOV><EOV><EOV>3. Ngandibvume nazvinoka,<EOV><EOV>Ndizvipire vakatadza<EOV><EOV>Vasingazive M’ponisi;<EOV><EOV>Ndivavarire ndiwane<EOV><EOV>Vose vari parima<EOV><EOV>Vasafe vasamuziva.<EOV><EOV><EOV><EOV>4. Simba rangu nazvo zvose<EOV><EOV>Zvipo, Baba, zvandinazvo<EOV><EOV>Ngazviitwe basa newe<EOV><EOV>Ndifambise dama rako,<EOV><EOV>Ndiudze vatadzi vose<EOV><EOV>Kuti Jesu ‘hama yavo.<EOV><EOV><EOV><EOV>5. Ngaupiswe mwoyo wangu,<EOV><EOV>Uzadzise rudo rwako,<EOV><EOV>Ndiedze nesimba rose<EOV><EOV>Ndivade kufana newe,<EOV><EOV>Ndiuye navo kwauri<EOV><EOV>Mufudzi wakavafira."
1667509244-134,https://nziyo.com/,AFM Hymns,https://nziyo.com/afm_hymn/,https://nziyo.com/afm_hymn/page/6/,Hymn 56    NGANDIBEREKE mapudzi,https://nziyo.com/afm_hymn/ngandibereke-mapudzi_hymn-56/,AFM Shona Hymn 56,"1.NGANDIBEREKE mapudzi,

Ayo oMweya Mutsvene,

Ohunhu nokururama,

Nduramo nomwoyo chena,

Izvo zvose zvorutendo

Nezvorudo nofuraro.



2. Izvo zvinhu ngazvikure

Mumwoyo nenguva dzose,

Zvindiyamure ndidzure

Kose uku kumanikwa

Kousvinu nokwetsino;

Nokwezvinhu zvinobvako.



3. Hongu, Ishe, nganditunge,

Ndivewo unoberera,

Ndivavarire kuwana

Zvosewo zvakarurama,

Zvigorega kuzorambwa

Hwose unhu nadzo tsika.","1.NGANDIBEREKE mapudzi,<EOV><EOV>Ayo oMweya Mutsvene,<EOV><EOV>Ohunhu nokururama,<EOV><EOV>Nduramo nomwoyo chena,<EOV><EOV>Izvo zvose zvorutendo<EOV><EOV>Nezvorudo nofuraro.<EOV><EOV><EOV><EOV>2. Izvo zvinhu ngazvikure<EOV><EOV>Mumwoyo nenguva dzose,<EOV><EOV>Zvindiyamure ndidzure<EOV><EOV>Kose uku kumanikwa<EOV><EOV>Kousvinu nokwetsino;<EOV><EOV>Nokwezvinhu zvinobvako.<EOV><EOV><EOV><EOV>3. Hongu, Ishe, nganditunge,<EOV><EOV>Ndivewo unoberera,<EOV><EOV>Ndivavarire kuwana<EOV><EOV>Zvosewo zvakarurama,<EOV><EOV>Zvigorega kuzorambwa<EOV><EOV>Hwose unhu nadzo tsika."
